song_id,n_melody_frames,n_beats,rest_ratio,lowest_pitch,highest_pitch,pitch_range,unique_pitches,unique_chords
558,504,255,0.7261904761904762,60,79,19,11,18
559,766,402,0.37597911227154046,72,91,19,12,35
560,904,453,0.31858407079646023,67,81,14,9,11
561,670,356,0.5373134328358209,55,76,21,11,20
562,623,329,0.5184590690208668,62,81,19,10,13
563,724,403,0.5828729281767956,55,69,14,8,12
564,778,406,0.4267352185089974,64,86,22,12,16
565,927,479,0.4552319309600863,72,93,21,18,24
566,744,387,0.31854838709677424,69,88,19,11,18
567,493,256,0.7302231237322515,57,72,15,8,16
568,588,288,0.6020408163265306,55,69,14,13,20
569,599,312,0.6911519198664441,69,85,16,11,24
570,552,293,0.6304347826086957,55,84,29,17,28
571,539,251,0.6827458256029685,69,84,15,11,14
572,599,301,0.4557595993322203,67,89,22,14,20
573,695,365,0.3366906474820144,57,71,14,9,16
574,608,324,0.39144736842105265,48,67,19,14,14
575,548,312,0.44890510948905105,67,84,17,10,11
576,488,266,0.5122950819672132,67,84,17,9,12
577,635,355,0.3464566929133859,57,79,22,15,31
578,563,281,0.4067495559502664,76,96,20,11,14
579,1103,626,0.5077062556663645,48,66,18,13,28
580,353,160,0.4702549575070821,60,76,16,10,12
581,628,315,0.21496815286624205,50,69,19,9,5
582,485,263,0.33402061855670107,60,81,21,11,14
583,722,365,0.38365650969529086,52,71,19,10,10
584,519,271,0.5722543352601156,55,71,16,10,13
585,543,311,0.5101289134438305,55,72,17,8,4
586,621,336,0.6360708534621577,55,69,14,8,8
587,692,395,0.7890173410404624,50,69,19,8,18
588,554,292,0.3844765342960289,55,76,21,15,15
589,598,300,0.6822742474916388,57,74,17,8,5
590,611,313,0.6775777414075286,69,81,12,7,14
591,513,248,0.39181286549707606,55,76,21,13,15
592,689,346,0.41654571843251087,60,79,19,14,18
593,735,369,0.3224489795918367,57,76,19,12,16
594,730,365,0.6575342465753424,67,81,14,10,14
595,590,301,0.47966101694915253,55,79,24,12,15
596,868,457,0.45276497695852536,52,72,20,13,11
597,517,262,0.33462282398452614,55,69,14,8,12
598,432,232,0.7384259259259259,52,69,17,8,9
599,504,263,0.6984126984126984,57,72,15,8,14
600,521,277,0.22648752399232241,67,81,14,10,19
601,570,275,0.6368421052631579,57,72,15,9,15
602,623,328,0.3531300160513644,55,74,19,11,12
603,662,362,0.3700906344410876,52,72,20,9,10
604,473,228,0.36997885835095135,48,65,17,12,12
605,488,243,0.5061475409836065,68,87,19,18,13
606,541,301,0.6247689463955638,60,77,17,10,15
607,555,235,0.5801801801801802,50,69,19,12,12
608,531,267,0.6290018832391714,64,82,18,16,24
609,500,216,0.42400000000000004,55,72,17,9,18
610,554,278,0.6083032490974729,52,72,20,10,8
611,739,405,0.5832205683355887,57,76,19,10,10
612,537,281,0.6610800744878957,60,76,16,9,15
613,631,317,0.3232963549920761,60,84,24,15,28
614,607,334,0.6556836902800659,55,74,19,9,8
615,610,269,0.6819672131147541,57,72,15,8,13
616,419,202,0.28639618138424816,52,67,15,11,18
617,612,322,0.3480392156862745,60,76,16,9,16
618,577,301,0.733102253032929,67,84,17,8,22
619,591,298,0.260575296108291,59,72,13,12,18
620,502,272,0.2689243027888446,60,84,24,14,11
621,462,234,0.6147186147186148,64,79,15,10,16
622,618,361,0.3932038834951457,55,76,21,13,15
623,673,368,0.3595839524517088,60,81,21,14,27
624,648,198,0.6126543209876543,50,81,31,16,10
625,710,377,0.8028169014084507,62,74,12,7,10
626,533,273,0.43527204502814254,67,84,17,10,9
627,647,341,0.4760432766615147,55,81,26,12,9
628,826,431,0.2784503631961259,57,74,17,10,22
629,617,312,0.2625607779578606,55,79,24,13,17
630,492,247,0.3434959349593496,64,83,19,12,9
631,756,398,0.19973544973544977,67,86,19,15,24
632,539,257,0.536178107606679,69,85,16,16,17
633,514,270,0.2704280155642024,48,65,17,9,14
634,781,400,0.4225352112676056,64,83,19,11,10
635,851,460,0.27379553466509987,64,84,20,11,12
636,658,351,0.1565349544072948,64,81,17,12,13
637,714,363,0.2507002801120448,55,74,19,11,8
638,637,341,0.4693877551020408,55,72,17,8,10
639,889,456,0.25871766029246346,55,76,21,12,17
640,830,437,0.4554216867469879,55,69,14,7,15
641,994,498,0.5573440643863179,64,81,17,8,9
642,521,260,0.5873320537428023,67,81,14,8,8
643,491,245,0.2525458248472505,67,95,28,18,24
644,566,288,0.4787985865724381,67,82,15,14,24
645,513,278,0.41520467836257313,64,81,17,9,10
646,456,242,0.3355263157894737,60,82,22,19,16
647,611,358,0.5122749590834696,57,79,22,11,10
648,401,217,0.3092269326683291,64,84,20,13,14
649,541,283,0.34565619223659894,60,76,16,9,13
650,567,285,0.21693121693121697,62,79,17,11,13
651,451,226,0.3569844789356984,76,93,17,9,14
652,885,451,0.24858757062146897,57,79,22,13,20
653,787,441,0.48538754764930114,74,95,21,14,9
654,658,365,0.2857142857142857,52,77,25,20,19
655,363,205,0.34435261707988984,52,72,20,11,12
656,788,422,0.3401015228426396,57,79,22,10,12
657,577,298,0.4956672443674177,60,79,19,13,21
658,642,343,0.6370716510903427,69,84,15,9,14
659,627,313,0.6395534290271132,67,83,16,9,7
660,828,416,0.32367149758454106,57,76,19,10,18
661,640,325,0.2984375,67,84,17,8,12
662,1012,508,0.19664031620553357,52,69,17,9,12
663,769,396,0.22496749024707408,64,84,20,11,13
664,825,448,0.6751515151515152,67,83,16,8,23
665,411,207,0.16545012165450124,60,88,28,20,21
666,708,393,0.5282485875706215,57,76,19,10,12
667,1039,540,0.4918190567853705,64,88,24,18,26
668,775,424,0.6387096774193548,74,88,14,9,12
669,506,266,0.43873517786561267,67,79,12,6,15
670,1025,534,0.36292682926829267,62,81,19,12,28
671,570,323,0.38421052631578945,67,79,12,6,13
672,339,183,0.5398230088495575,72,84,12,8,7
673,494,260,0.2510121457489879,55,72,17,8,12
674,596,314,0.5620805369127517,65,77,12,12,22
675,681,347,0.40675477239353897,76,96,20,9,14
676,534,286,0.3764044943820225,64,79,15,8,10
677,467,251,0.36616702355460384,62,81,19,11,12
678,554,281,0.49638989169675085,64,81,17,9,18
679,839,432,0.45530393325387364,60,76,16,11,13
680,604,322,0.2533112582781457,65,84,19,12,14
681,726,380,0.32644628099173556,57,77,20,11,20
682,566,293,0.2508833922261484,55,74,19,11,11
683,548,297,0.37408759124087587,59,80,21,16,15
684,571,305,0.23992994746059548,55,79,24,15,22
685,781,453,0.4660691421254801,62,79,17,12,16
686,797,402,0.4968632371392723,69,88,19,9,11
687,892,447,0.3340807174887892,64,79,15,8,7
688,518,301,0.30501930501930496,64,81,17,12,13
689,516,275,0.2771317829457365,57,72,15,9,24
690,1023,512,0.4975562072336266,55,74,19,9,15
691,885,460,0.6734463276836158,67,81,14,8,18
692,619,341,0.6203554119547657,67,84,17,11,10
693,536,303,0.5167910447761195,69,84,15,9,13
694,872,446,0.27293577981651373,64,83,19,15,25
695,650,352,0.42000000000000004,55,69,14,9,9
696,630,330,0.20317460317460323,72,88,16,11,22
697,549,274,0.46448087431693985,55,77,22,14,19
698,555,301,0.31351351351351353,60,81,21,11,13
699,768,401,0.30729166666666663,67,84,17,9,11
700,891,448,0.26262626262626265,55,81,26,17,26
701,386,210,0.36010362694300513,55,75,20,19,31
702,822,432,0.181265206812652,64,81,17,11,17
703,560,297,0.2589285714285714,67,89,22,13,26
704,942,498,0.529723991507431,60,79,19,10,14
705,542,270,0.2933579335793358,55,72,17,9,14
706,643,341,0.3312597200622084,67,84,17,10,21
707,645,333,0.5550387596899224,67,84,17,8,12
708,685,351,0.37664233576642336,67,84,17,9,10
709,563,299,0.2397868561278863,67,81,14,7,15
710,746,402,0.3887399463806971,60,81,21,11,19
711,579,302,0.24525043177892913,60,76,16,9,11
712,495,250,0.3292929292929293,72,91,19,20,23
713,536,298,0.5522388059701493,67,84,17,11,8
714,841,472,0.21046373365041615,67,88,21,12,26
715,721,369,0.21775312066574204,60,76,16,9,15
716,502,271,0.46414342629482075,52,71,19,12,13
717,616,337,0.3311688311688312,64,81,17,11,20
718,851,483,0.3713278495887191,67,81,14,8,23
719,579,275,0.4507772020725389,53,69,16,12,16
720,426,194,0.6009389671361502,55,69,14,9,10
721,583,305,0.6998284734133791,59,76,17,11,13
722,760,398,0.4118421052631579,60,76,16,9,14
723,601,316,0.4043261231281198,52,72,20,9,11
724,503,274,0.6361829025844931,52,72,20,9,18
725,742,379,0.2722371967654986,55,74,19,9,17
726,411,205,0.7664233576642336,59,72,13,9,9
727,665,358,0.7413533834586465,55,72,17,11,21
728,451,230,0.49889135254988914,55,74,19,9,9
729,626,314,0.2795527156549521,55,71,16,8,9
730,462,240,0.44805194805194803,52,69,17,8,6
731,465,246,0.6279569892473118,53,69,16,12,23
732,584,301,0.3202054794520548,60,77,17,15,9
733,554,287,0.4819494584837545,57,76,19,9,11
734,567,286,0.5555555555555556,57,76,19,12,10
735,659,352,0.6616084977238239,60,79,19,11,8
736,609,309,0.6108374384236452,55,71,16,8,10
737,900,492,0.34111111111111114,55,76,21,12,24
738,695,349,0.3971223021582734,51,84,33,18,30
739,462,248,0.4696969696969697,48,67,19,11,20
740,634,326,0.6593059936908517,59,81,22,15,30
741,488,243,0.6536885245901639,55,72,17,8,15
742,710,355,0.32535211267605635,55,69,14,8,7
743,542,278,0.44095940959409596,53,67,14,11,14
744,521,394,0.29942418426103645,52,69,17,10,12
745,1058,529,0.6181474480151229,57,76,19,12,12
746,521,184,0.7562380038387716,52,70,18,14,17
747,523,280,0.4130019120458891,55,73,18,17,19
748,593,297,0.4317032040472175,52,69,17,9,11
749,1010,508,0.4138613861386139,67,88,21,12,17
750,753,409,0.40106241699867196,52,79,27,15,14
751,604,321,0.619205298013245,67,88,21,11,17
752,774,408,0.35529715762273906,67,84,17,11,15
753,470,233,0.7319148936170212,57,72,15,9,22
754,909,498,0.647964796479648,55,72,17,11,8
755,388,205,0.3969072164948454,64,81,17,8,9
756,756,379,0.4484126984126984,55,83,28,15,10
757,634,339,0.34384858044164035,45,66,21,14,21
758,611,313,0.42225859247135844,57,78,21,15,24
759,495,308,0.36363636363636365,67,82,15,15,18
760,419,209,0.46539379474940334,57,72,15,8,11
761,513,274,0.4619883040935673,64,81,17,11,22
762,779,402,0.46983311938382544,55,76,21,11,6
763,580,308,0.5706896551724138,57,79,22,11,15
764,190,81,0.6736842105263158,55,67,12,7,9
765,499,289,0.4308617234468938,69,86,17,11,14
766,569,253,0.4815465729349736,64,82,18,17,21
767,604,317,0.4701986754966887,57,74,17,12,11
768,710,370,0.3323943661971831,64,84,20,9,9
769,732,379,0.2909836065573771,60,76,16,11,16
770,582,295,0.35910652920962194,52,71,19,12,15
771,533,276,0.32645403377110693,57,78,21,16,26
772,608,339,0.6513157894736843,60,79,19,10,7
773,568,284,0.5580985915492958,55,74,19,12,26
774,618,293,0.6488673139158576,67,83,16,8,11
775,489,245,0.6462167689161554,56,74,18,12,13
776,551,284,0.426497277676951,60,82,22,19,23
777,401,201,0.47381546134663344,62,81,19,10,11
778,487,244,0.4127310061601642,55,72,17,11,8
779,908,488,0.6134361233480177,64,80,16,15,31
780,527,276,0.22201138519924102,64,83,19,13,15
781,612,308,0.46568627450980393,69,86,17,10,21
782,528,275,0.6174242424242424,60,84,24,15,18
783,759,385,0.2239789196310935,71,92,21,22,24
784,589,304,0.3480475382003395,62,81,19,10,10
785,806,437,0.18114143920595538,64,84,20,11,10
786,480,255,0.6875,72,84,12,6,11
787,994,554,0.3370221327967807,62,76,14,9,18
788,548,292,0.3266423357664233,67,83,16,9,18
789,422,221,0.31753554502369663,69,88,19,12,13
790,639,365,0.27699530516431925,67,86,19,11,14
791,581,296,0.6333907056798623,57,76,19,12,22
792,681,343,0.2202643171806168,55,76,21,12,7
793,656,344,0.6417682926829269,55,74,19,11,13
794,1080,571,0.287962962962963,62,82,20,16,37
795,563,289,0.27531083481349916,64,81,17,12,17
796,547,288,0.7221206581352834,67,82,15,9,18
797,463,237,0.7257019438444925,52,67,15,8,16
798,421,248,0.4584323040380047,57,69,12,7,12
799,577,318,0.42287694974003465,52,72,20,10,11
800,950,491,0.38526315789473686,55,72,17,9,15
801,382,192,0.46073298429319376,67,86,19,11,15
802,531,230,0.544256120527307,60,80,20,16,25
803,583,305,0.2435677530017153,64,88,24,15,17
804,448,257,0.3236607142857143,67,84,17,9,16
805,713,379,0.4431977559607293,55,69,14,7,21
806,329,147,0.5531914893617021,64,81,17,9,15
807,822,424,0.36009732360097324,55,69,14,8,17
808,634,336,0.4637223974763407,67,88,21,10,12
809,933,507,0.602357984994641,62,81,19,13,16
810,694,375,0.670028818443804,67,88,21,14,16
811,453,246,0.3841059602649006,76,88,12,7,9
812,503,259,0.23061630218687867,67,81,14,10,17
813,522,268,0.43486590038314177,67,84,17,10,11
814,851,453,0.6674500587544065,67,88,21,13,7
815,690,364,0.26956521739130435,55,73,18,15,21
816,437,223,0.3295194508009154,67,92,25,19,26
817,726,364,0.1900826446280992,55,74,19,14,32
818,366,198,0.6857923497267759,67,83,16,7,12
819,783,418,0.4853128991060025,57,79,22,12,25
820,360,197,0.21666666666666667,67,84,17,11,7
821,550,268,0.40909090909090906,62,81,19,12,22
822,521,273,0.24952015355086377,62,79,17,11,21
823,889,481,0.3824521934758155,55,76,21,14,22
824,686,355,0.20845481049562686,55,79,24,13,18
825,745,391,0.3275167785234899,69,85,16,15,27
826,518,280,0.7181467181467182,69,81,12,7,10
827,885,442,0.38192090395480227,67,84,17,9,12
828,518,254,0.306949806949807,67,83,16,9,11
829,796,432,0.14321608040201006,72,88,16,8,16
830,910,524,0.5219780219780219,64,77,13,9,10
831,741,371,0.4385964912280702,52,73,21,19,19
832,636,336,0.23427672955974843,67,81,14,9,22
833,420,213,0.3023809523809524,67,91,24,15,14
834,435,215,0.5931034482758621,64,79,15,10,12
835,438,233,0.29452054794520544,72,90,18,17,20
836,563,295,0.261101243339254,64,81,17,11,15
837,738,386,0.2669376693766937,67,84,17,10,23
838,662,345,0.3429003021148036,67,83,16,11,7
839,747,377,0.22088353413654616,64,81,17,9,9
840,451,225,0.20842572062084253,67,81,14,9,12
841,784,405,0.44005102040816324,64,86,22,12,13
842,814,440,0.42260442260442266,57,72,15,9,9
843,476,237,0.4957983193277311,64,83,19,14,19
844,512,277,0.291015625,71,86,15,11,18
845,1208,607,0.505794701986755,55,69,14,9,20
846,631,339,0.375594294770206,57,76,19,10,12
847,617,330,0.4619124797406807,67,81,14,7,9
848,553,291,0.30198915009041594,64,84,20,10,12
849,680,382,0.32352941176470584,57,76,19,9,14
850,581,320,0.35111876075731496,67,81,14,9,17
851,486,263,0.3827160493827161,55,72,17,9,17
852,559,300,0.3756708407871199,55,81,26,15,14
853,358,181,0.5,69,86,17,9,13
854,575,325,0.29391304347826086,67,84,17,11,10
855,1218,626,0.3300492610837439,67,83,16,11,17
856,449,238,0.4409799554565702,67,84,17,10,11
857,973,530,0.36793422404933196,67,85,18,18,26
858,587,328,0.24361158432708685,55,76,21,11,18
859,1043,557,0.5752636625119847,55,67,12,7,26
860,258,137,0.12015503875968991,55,74,19,9,9
861,1039,550,0.5861405197305101,64,81,17,11,16
862,678,373,0.4793510324483776,67,84,17,10,9
863,441,212,0.3424036281179138,55,79,24,12,14
864,591,317,0.4602368866328257,59,83,24,19,24
865,775,387,0.25419354838709673,67,81,14,9,17
866,679,356,0.25773195876288657,52,67,15,8,14
867,513,274,0.31384015594541914,67,79,12,9,8
868,650,333,0.3307692307692308,67,84,17,10,11
869,994,535,0.24446680080482897,54,72,18,18,37
870,957,510,0.2267502612330199,62,81,19,9,17
871,606,323,0.3283828382838284,64,81,17,9,9
872,642,329,0.29750778816199375,72,88,16,10,19
873,521,274,0.2859884836852208,60,76,16,8,12
874,958,488,0.24843423799582465,69,91,22,11,21
875,611,314,0.3731587561374795,67,84,17,10,15
876,933,484,0.35798499464094324,67,93,26,13,30
877,501,259,0.41916167664670656,60,79,19,10,13
878,812,419,0.3928571428571429,67,86,19,11,22
879,501,267,0.3153692614770459,67,81,14,7,11
880,555,295,0.2666666666666667,69,83,14,7,20
881,587,298,0.4071550255536627,55,79,24,12,11
882,968,514,0.390495867768595,55,72,17,10,37
883,475,248,0.248421052631579,60,79,19,12,12
884,745,378,0.3543624161073825,64,81,17,10,27
885,507,237,0.3530571992110454,67,85,18,16,24
886,875,440,0.26628571428571424,64,81,17,9,9
887,656,359,0.24695121951219512,67,84,17,8,11
888,451,228,0.2727272727272727,53,72,19,12,22
889,580,297,0.2655172413793103,67,88,21,17,24
890,682,345,0.343108504398827,69,91,22,11,12
891,593,296,0.2411467116357504,67,84,17,11,11
892,947,548,0.28088701161562835,67,84,17,9,17
893,697,370,0.45624103299856533,55,69,14,9,23
894,508,290,0.29330708661417326,55,79,24,15,13
895,834,459,0.2781774580335732,62,81,19,12,24
896,579,308,0.49222797927461137,59,74,15,10,17
897,745,376,0.5073825503355704,64,84,20,11,18
898,561,280,0.39572192513368987,55,72,17,11,15
899,934,498,0.7537473233404711,69,84,15,10,16
900,562,288,0.4466192170818505,48,67,19,13,10
901,599,317,0.6911519198664441,69,84,15,9,28
902,648,347,0.2993827160493827,45,64,19,13,18
903,669,352,0.695067264573991,57,77,20,10,15
904,530,282,0.4,55,76,21,14,17
905,354,209,0.5338983050847458,55,72,17,8,9
906,391,188,0.5370843989769821,52,72,20,10,12
907,524,264,0.6221374045801527,67,79,12,7,12
908,583,308,0.42367066895368777,62,76,14,10,14
909,340,170,0.6823529411764706,74,88,14,9,7
